File,Total Matches,abstract_matches,acknowledgements_matches,conclusion_matches,experiments_matches,methods_matches,other_matches,references_matches,related_work_matches,results_matches
markdown/2024/s42256-024-00902-x.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00903-w.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00904-9.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00906-7.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00908-5.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00909-4.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00910-x.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00914-7.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00915-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00916-5.md,1,0,0,0,0,0,0,1,0,0
markdown/2024/s42256-024-00918-3.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00919-2.md,2,0,0,0,0,2,0,0,0,0
markdown/2024/s42256-024-00920-9.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00923-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00925-4.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00927-2.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00928-1.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00930-7.md,1,0,1,0,0,0,0,0,0,0
markdown/2024/s42256-024-00931-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00932-5.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00934-3.md,1,0,1,0,0,0,0,0,0,0
markdown/2024/s42256-024-00937-0.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00938-z.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00939-y.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00940-5.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00943-2.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00946-z.md,0,0,0,0,0,0,0,0,0,0
markdown/2024/s42256-024-00950-3.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01040-8.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01042-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01044-4.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01045-3.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01046-2.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01047-1.md,4,0,0,0,0,0,2,2,0,0
markdown/2025/s42256-025-01048-0.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01049-z.md,10,0,0,1,0,4,4,1,0,0
markdown/2025/s42256-025-01052-4.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01053-3.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01054-2.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01055-1.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01059-x.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01062-2.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01063-1.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01064-0.md,4,0,0,0,2,0,0,2,0,0
markdown/2025/s42256-025-01065-z.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01066-y.md,4,0,0,0,0,1,0,3,0,0
markdown/2025/s42256-025-01067-x.md,1,0,1,0,0,0,0,0,0,0
markdown/2025/s42256-025-01069-9.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01070-2.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01072-0.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01073-z.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01074-y.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01076-w.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01077-9.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01078-8.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01082-y.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01083-x.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01084-w.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01085-9.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01087-7.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01088-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01089-5.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01090-y.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01091-x.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01095-7.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01096-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01097-5.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01099-3.md,1,0,0,0,0,0,0,1,0,0
markdown/2025/s42256-025-01100-z.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01103-w.md,2,0,0,0,0,0,0,2,0,0
markdown/2025/s42256-025-01104-9.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01105-8.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01107-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01111-w.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01112-9.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01113-8.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01115-6.md,0,0,0,0,0,0,0,0,0,0
markdown/2025/s42256-025-01119-2.md,0,0,0,0,0,0,0,0,0,0
