File,Total Matches,abstract_matches,acknowledgements_matches,appendix_matches,conclusion_matches,experiments_matches,introduction_matches,methods_matches,other_matches,references_matches,related_work_matches,results_matches
aaai_2025/AAAI_2025_33926,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33927,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33928,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33929,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33930,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33931,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33932,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33933,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33934,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33935,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33936,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33937,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33938,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33939,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33940,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33941,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33942,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33943,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33944,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33945,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33946,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33947,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33948,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33949,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33950,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33951,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33952,2,0,1,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_33953,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33954,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33955,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33956,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33957,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33958,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33959,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33960,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33961,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33962,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33963,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33964,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33965,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_33966,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34267,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34268,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34269,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34270,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34271,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34272,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34273,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34274,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34275,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34276,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34277,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34278,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34279,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34280,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34281,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34282,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34283,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34284,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34285,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34286,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34287,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34288,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34289,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34290,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34291,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34292,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34293,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34294,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34295,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34296,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34297,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34298,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34299,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34300,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34301,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34302,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34303,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34354,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34355,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34356,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34357,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34358,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34359,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34360,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34361,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34362,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34363,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34364,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34365,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34366,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34367,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34368,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34369,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34370,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34371,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34372,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34373,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34374,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34375,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34376,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34377,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34378,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34379,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34380,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34381,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34382,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34383,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34384,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34385,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34386,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34387,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34388,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34389,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34390,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34391,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34392,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34393,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34394,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34395,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34396,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34397,1,0,0,0,0,0,1,0,0,0,0,0
aaai_2025/AAAI_2025_34398,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34399,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34400,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34401,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34402,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34403,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34404,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34405,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34406,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34407,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34408,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34409,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34410,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34411,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34412,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34413,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34414,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34415,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34416,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34217,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34218,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34219,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34220,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34221,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34222,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34223,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34224,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34225,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34226,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34227,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34228,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34229,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34230,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34231,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34232,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34233,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34234,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34235,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34236,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34237,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34238,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34239,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34240,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34241,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34242,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34243,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34244,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34245,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34246,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34247,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34248,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34249,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34250,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34251,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34252,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34253,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34254,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34255,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34256,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34257,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34258,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34259,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34260,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34261,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34262,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34263,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34264,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34265,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34266,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34467,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34468,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34469,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34470,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34471,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34472,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34473,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34474,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34475,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34476,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34477,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34478,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34479,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34480,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34481,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34482,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34483,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34484,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34485,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34486,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34487,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34488,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34489,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34490,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34491,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34492,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34493,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34494,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34495,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34496,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34497,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34498,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34499,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34500,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34501,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34502,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34503,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34504,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34505,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34506,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34507,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34508,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34509,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34510,3,0,0,0,0,0,1,0,0,0,0,2
aaai_2025/AAAI_2025_34511,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34512,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34513,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34514,1,0,0,0,0,0,1,0,0,0,0,0
aaai_2025/AAAI_2025_34515,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34516,1,0,0,0,0,0,0,1,0,0,0,0
aaai_2025/AAAI_2025_34417,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34418,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34419,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34420,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34421,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34422,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34423,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34424,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34425,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34426,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34427,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34428,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34429,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34430,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34431,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34432,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34433,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34434,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34435,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34436,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34437,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34438,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34439,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34440,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34441,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34442,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34443,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34444,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34445,4,0,0,0,0,0,2,0,0,2,0,0
aaai_2025/AAAI_2025_34446,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34447,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34448,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34449,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34450,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34451,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34452,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34453,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34454,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34455,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34456,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34457,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34458,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34459,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34460,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34461,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34462,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34463,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34464,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34465,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34466,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34517,1,0,0,0,0,0,0,0,0,0,0,1
aaai_2025/AAAI_2025_34518,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34519,2,0,0,0,0,0,0,0,0,2,0,0
aaai_2025/AAAI_2025_34520,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34521,2,0,0,0,0,0,0,0,0,2,0,0
aaai_2025/AAAI_2025_34522,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34523,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34524,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34525,9,0,0,0,0,0,0,0,1,8,0,0
aaai_2025/AAAI_2025_34526,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34527,1,0,0,0,0,0,0,0,0,0,1,0
aaai_2025/AAAI_2025_34528,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34529,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34530,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34531,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34532,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34533,1,0,0,0,0,0,1,0,0,0,0,0
aaai_2025/AAAI_2025_34534,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34535,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34536,4,0,0,0,0,2,1,0,1,0,0,0
aaai_2025/AAAI_2025_34537,4,0,0,0,0,0,1,0,0,3,0,0
aaai_2025/AAAI_2025_34538,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34539,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34540,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34541,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34542,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34543,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34544,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34545,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34546,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34547,3,0,0,0,0,0,0,0,0,3,0,0
aaai_2025/AAAI_2025_34548,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34549,3,0,0,0,0,0,0,0,0,3,0,0
aaai_2025/AAAI_2025_34550,4,0,0,0,0,2,0,0,0,2,0,0
aaai_2025/AAAI_2025_34551,3,0,0,0,0,0,0,0,0,3,0,0
aaai_2025/AAAI_2025_34552,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34553,2,0,0,0,0,0,0,0,0,2,0,0
aaai_2025/AAAI_2025_34554,1,0,0,0,0,0,0,0,0,1,0,0
aaai_2025/AAAI_2025_34555,0,0,0,0,0,0,0,0,0,0,0,0
aaai_2025/AAAI_2025_34556,0,0,0,0,0,0,0,0,0,0,0,0
